,Commodity,price,price_units,price_info,Year,price_desc
338,Molybdenum,19.9,dkg,,2020,"Price: Average value, dollars per kilogram. Time-weighted average price per kilogram of molybdenum contained in technical-grade molybdic oxide, as reported by CRU Group. Data are estimated for the most recent year."
339,Molybdenum,36.0,dkg,,2021,"Price: Average value, dollars per kilogram. Time-weighted average price per kilogram of molybdenum contained in technical-grade molybdic oxide, as reported by CRU Group. Data are estimated for the most recent year."
340,Nickel,10403.0,dt,,2017,"Price, average annual, London Metal Exchange (LME), cash: Dollars per metric ton. Data are estimated for the most recent year."
341,Nickel,13114.0,dt,,2018,"Price, average annual, London Metal Exchange (LME), cash: Dollars per metric ton. Data are estimated for the most recent year."
342,Nickel,13903.0,dt,,2019,"Price, average annual, London Metal Exchange (LME), cash: Dollars per metric ton. Data are estimated for the most recent year."
343,Nickel,13772.0,dt,,2020,"Price, average annual, London Metal Exchange (LME), cash: Dollars per metric ton. Data are estimated for the most recent year."
344,Nickel,18000.0,dt,,2021,"Price, average annual, London Metal Exchange (LME), cash: Dollars per metric ton. Data are estimated for the most recent year."
345,Nickel,4.719,dlb,,2017,"Price, average annual, London Metal Exchange (LME), cash: Dollars per pound. Data are estimated for the most recent year."
346,Nickel,5.948,dlb,,2018,"Price, average annual, London Metal Exchange (LME), cash: Dollars per pound. Data are estimated for the most recent year."
347,Nickel,6.306,dlb,,2019,"Price, average annual, London Metal Exchange (LME), cash: Dollars per pound. Data are estimated for the most recent year."
348,Nickel,6.25,dlb,,2020,"Price, average annual, London Metal Exchange (LME), cash: Dollars per pound. Data are estimated for the most recent year."
349,Nickel,8.3,dlb,,2021,"Price, average annual, London Metal Exchange (LME), cash: Dollars per pound. Data are estimated for the most recent year."
350,Niobium (Columbium),20,dkg,,2017,"Price: Unit value, ferroniobium, dollars per kilogram. Unit value is weighted average unit value of gross weight of U.S. ferroniobium trade (imports plus exports.) Data are estimated for the most recent year."
351,Niobium (Columbium),21,dkg,,2018,"Price: Unit value, ferroniobium, dollars per kilogram. Unit value is weighted average unit value of gross weight of U.S. ferroniobium trade (imports plus exports.) Data are estimated for the most recent year."
352,Niobium (Columbium),23,dkg,,2019,"Price: Unit value, ferroniobium, dollars per kilogram. Unit value is weighted average unit value of gross weight of U.S. ferroniobium trade (imports plus exports.) Data are estimated for the most recent year."
353,Niobium (Columbium),21,dkg,,2020,"Price: Unit value, ferroniobium, dollars per kilogram. Unit value is weighted average unit value of gross weight of U.S. ferroniobium trade (imports plus exports.) Data are estimated for the most recent year."
354,Niobium (Columbium),20,dkg,,2021,"Price: Unit value, ferroniobium, dollars per kilogram. Unit value is weighted average unit value of gross weight of U.S. ferroniobium trade (imports plus exports.) Data are estimated for the most recent year."
355,Nitrogen (Fixed)--Ammonia,247,dst,,2017,"Price: Average, free on board gulf coast, dollars per short ton. Source: Green Markets. Data are estimated for the most recent year."
356,Nitrogen (Fixed)--Ammonia,281,dst,,2018,"Price: Average, free on board gulf coast, dollars per short ton. Source: Green Markets. Data are estimated for the most recent year."
357,Nitrogen (Fixed)--Ammonia,232,dst,,2019,"Price: Average, free on board gulf coast, dollars per short ton. Source: Green Markets. Data are estimated for the most recent year."
358,Nitrogen (Fixed)--Ammonia,223,dst,,2020,"Price: Average, free on board gulf coast, dollars per short ton. Source: Green Markets. Data are estimated for the most recent year."
359,Nitrogen (Fixed)--Ammonia,510,dst,,2021,"Price: Average, free on board gulf coast, dollars per short ton. Source: Green Markets. Data are estimated for the most recent year."
360,Peat,27.55,dt,,2017,"Price: Average value, f.o.b. mine, dollars per ton. Data are estimated for the most recent year."
361,Peat,25.88,dt,,2018,"Price: Average value, f.o.b. mine, dollars per ton. Data are estimated for the most recent year."
362,Peat,24.59,dt,,2019,"Price: Average value, f.o.b. mine, dollars per ton. Data are estimated for the most recent year."
363,Peat,24.74,dt,,2020,"Price: Average value, f.o.b. mine, dollars per ton. Data are estimated for the most recent year."
364,Peat,25.0,dt,,2021,"Price: Average value, f.o.b. mine, dollars per ton. Data are estimated for the most recent year."
365,Perlite,71,dt,FOB,2017,"Price: Average value, free on board mine, dollars per ton. Data are estimated for the most recent year."
366,Perlite,69,dt,FOB,2018,"Price: Average value, free on board mine, dollars per ton. Data are estimated for the most recent year."
367,Perlite,64,dt,FOB,2019,"Price: Average value, free on board mine, dollars per ton. Data are estimated for the most recent year."
368,Perlite,61,dt,FOB,2020,"Price: Average value, free on board mine, dollars per ton. Data are estimated for the most recent year."
369,Perlite,63,dt,FOB,2021,"Price: Average value, free on board mine, dollars per ton. Data are estimated for the most recent year."
370,Phosphate Rock,73.67,dt,,2017,"Price: Average value, f.o.b. mine, dollars per ton. Marketable phosphate rock, weighted value, all grades. Data are estimated for the most recent year."
371,Phosphate Rock,70.77,dt,,2018,"Price: Average value, f.o.b. mine, dollars per ton. Marketable phosphate rock, weighted value, all grades. Data are estimated for the most recent year."
372,Phosphate Rock,67.98,dt,,2019,"Price: Average value, f.o.b. mine, dollars per ton. Marketable phosphate rock, weighted value, all grades. Data are estimated for the most recent year."
373,Phosphate Rock,75.86,dt,,2020,"Price: Average value, f.o.b. mine, dollars per ton. Marketable phosphate rock, weighted value, all grades. Data are estimated for the most recent year."
374,Phosphate Rock,75.0,dt,,2021,"Price: Average value, f.o.b. mine, dollars per ton. Marketable phosphate rock, weighted value, all grades. Data are estimated for the most recent year."
375,Platinum-Group Metals,874.3,dto,Palladium,2017,"Price, Dollars per troy ounce: Palladium. Engelhard Corp. unfabricated metal. Data are estimated for the most recent year."
376,Platinum-Group Metals,1036.43,dto,Palladium,2018,"Price, Dollars per troy ounce: Palladium. Engelhard Corp. unfabricated metal. Data are estimated for the most recent year."
377,Platinum-Group Metals,1544.31,dto,Palladium,2019,"Price, Dollars per troy ounce: Palladium. Engelhard Corp. unfabricated metal. Data are estimated for the most recent year."
378,Platinum-Group Metals,2205.27,dto,Palladium,2020,"Price, Dollars per troy ounce: Palladium. Engelhard Corp. unfabricated metal. Data are estimated for the most recent year."
379,Platinum-Group Metals,2600.0,dto,Palladium,2021,"Price, Dollars per troy ounce: Palladium. Engelhard Corp. unfabricated metal. Data are estimated for the most recent year."
380,Platinum-Group Metals,951.23,dto,Platinum,2017,"Price, Dollars per troy ounce: Platinum. Engelhard Corp. unfabricated metal. Data are estimated for the most recent year."
381,Platinum-Group Metals,882.66,dto,Platinum,2018,"Price, Dollars per troy ounce: Platinum. Engelhard Corp. unfabricated metal. Data are estimated for the most recent year."
382,Platinum-Group Metals,866.94,dto,Platinum,2019,"Price, Dollars per troy ounce: Platinum. Engelhard Corp. unfabricated metal. Data are estimated for the most recent year."
383,Platinum-Group Metals,886.02,dto,Platinum,2020,"Price, Dollars per troy ounce: Platinum. Engelhard Corp. unfabricated metal. Data are estimated for the most recent year."
384,Platinum-Group Metals,1200.0,dto,Platinum,2021,"Price, Dollars per troy ounce: Platinum. Engelhard Corp. unfabricated metal. Data are estimated for the most recent year."
385,Platinum-Group Metals,908.35,dto,Iridium,2017,"Price, Dollars per troy ounce: Iridium. Engelhard Corp. unfabricated metal. Data are estimated for the most recent year."
386,Platinum-Group Metals,1293.27,dto,Iridium,2018,"Price, Dollars per troy ounce: Iridium. Engelhard Corp. unfabricated metal. Data are estimated for the most recent year."
387,Platinum-Group Metals,1485.8,dto,Iridium,2019,"Price, Dollars per troy ounce: Iridium. Engelhard Corp. unfabricated metal. Data are estimated for the most recent year."
388,Platinum-Group Metals,1633.51,dto,Iridium,2020,"Price, Dollars per troy ounce: Iridium. Engelhard Corp. unfabricated metal. Data are estimated for the most recent year."
389,Platinum-Group Metals,5400.0,dto,Iridium,2021,"Price, Dollars per troy ounce: Iridium. Engelhard Corp. unfabricated metal. Data are estimated for the most recent year."
390,Platinum-Group Metals,1112.59,dto,Rhodium,2017,"Price, Dollars per troy ounce: Rhodium. Engelhard Corp. unfabricated metal. Data are estimated for the most recent year."
391,Platinum-Group Metals,2225.3,dto,Rhodium,2018,"Price, Dollars per troy ounce: Rhodium. Engelhard Corp. unfabricated metal. Data are estimated for the most recent year."
392,Platinum-Group Metals,3918.78,dto,Rhodium,2019,"Price, Dollars per troy ounce: Rhodium. Engelhard Corp. unfabricated metal. Data are estimated for the most recent year."
393,Platinum-Group Metals,11205.06,dto,Rhodium,2020,"Price, Dollars per troy ounce: Rhodium. Engelhard Corp. unfabricated metal. Data are estimated for the most recent year."
394,Platinum-Group Metals,24000.0,dto,Rhodium,2021,"Price, Dollars per troy ounce: Rhodium. Engelhard Corp. unfabricated metal. Data are estimated for the most recent year."
395,Platinum-Group Metals,76.86,dto,Ruthenium,2017,"Price, Dollars per troy ounce: Ruthenium. Engelhard Corp. unfabricated metal. Data are estimated for the most recent year."
396,Platinum-Group Metals,244.41,dto,Ruthenium,2018,"Price, Dollars per troy ounce: Ruthenium. Engelhard Corp. unfabricated metal. Data are estimated for the most recent year."
397,Platinum-Group Metals,262.59,dto,Ruthenium,2019,"Price, Dollars per troy ounce: Ruthenium. Engelhard Corp. unfabricated metal. Data are estimated for the most recent year."
398,Platinum-Group Metals,271.83,dto,Ruthenium,2020,"Price, Dollars per troy ounce: Ruthenium. Engelhard Corp. unfabricated metal. Data are estimated for the most recent year."
399,Platinum-Group Metals,510.0,dto,Ruthenium,2021,"Price, Dollars per troy ounce: Ruthenium. Engelhard Corp. unfabricated metal. Data are estimated for the most recent year."
400,Potash,770,dt,All,2017,"Price: Average, all products, f.o.b. mine, dollars per ton of K2O. Includes MOP, SOP, and SOPM. Does not include other chemical compounds that contain potassium. Data are estimated for the most recent year."
401,Potash,750,dt,All,2018,"Price: Average, all products, f.o.b. mine, dollars per ton of K2O. Includes MOP, SOP, and SOPM. Does not include other chemical compounds that contain potassium. Data are estimated for the most recent year."
402,Potash,820,dt,All,2019,"Price: Average, all products, f.o.b. mine, dollars per ton of K2O. Includes MOP, SOP, and SOPM. Does not include other chemical compounds that contain potassium. Data are estimated for the most recent year."
403,Potash,850,dt,All,2020,"Price: Average, all products, f.o.b. mine, dollars per ton of K2O. Includes MOP, SOP, and SOPM. Does not include other chemical compounds that contain potassium. Data are estimated for the most recent year."
404,Potash,980,dt,All,2021,"Price: Average, all products, f.o.b. mine, dollars per ton of K2O. Includes MOP, SOP, and SOPM. Does not include other chemical compounds that contain potassium. Data are estimated for the most recent year."
405,Potash,410,dt,Muriate,2017,"Price: Average, muriate, f.o.b. mine, dollars per ton of KO. Data are estimated for the most recent year."
406,Potash,440,dt,Muriate,2018,"Price: Average, muriate, f.o.b. mine, dollars per ton of KO. Data are estimated for the most recent year."
407,Potash,480,dt,Muriate,2019,"Price: Average, muriate, f.o.b. mine, dollars per ton of KO. Data are estimated for the most recent year."
408,Potash,450,dt,Muriate,2020,"Price: Average, muriate, f.o.b. mine, dollars per ton of KO. Data are estimated for the most recent year."
409,Potash,550,dt,Muriate,2021,"Price: Average, muriate, f.o.b. mine, dollars per ton of KO. Data are estimated for the most recent year."
410,Pumice and Pumicite,39,dt,,2017,"Price: Average value, f.o.b. mine or mill, dollars per ton. Data are estimated for the most recent year."
411,Pumice and Pumicite,32,dt,,2018,"Price: Average value, f.o.b. mine or mill, dollars per ton. Data are estimated for the most recent year."
412,Pumice and Pumicite,28,dt,,2019,"Price: Average value, f.o.b. mine or mill, dollars per ton. Data are estimated for the most recent year."
413,Pumice and Pumicite,31,dt,,2020,"Price: Average value, f.o.b. mine or mill, dollars per ton. Data are estimated for the most recent year."
414,Pumice and Pumicite,32,dt,,2021,"Price: Average value, f.o.b. mine or mill, dollars per ton. Data are estimated for the most recent year."
415,Quartz Crystal (Industrial),280,dkg,Cultured,2017,"Price, dollars per kilogram: As-grown cultured quartz. Data are estimated for the most recent year."
416,Quartz Crystal (Industrial),300,dkg,Cultured,2018,"Price, dollars per kilogram: As-grown cultured quartz. Data are estimated for the most recent year."
417,Quartz Crystal (Industrial),200,dkg,Cultured,2019,"Price, dollars per kilogram: As-grown cultured quartz. Data are estimated for the most recent year."
418,Quartz Crystal (Industrial),200,dkg,Cultured,2020,"Price, dollars per kilogram: As-grown cultured quartz. Data are estimated for the most recent year."
419,Quartz Crystal (Industrial),200,dkg,Cultured,2021,"Price, dollars per kilogram: As-grown cultured quartz. Data are estimated for the most recent year."
420,Quartz Crystal (Industrial),300,dkg,Lumbered,2017,"Price, dollars per kilogram: Lumbered quartz. As-grown cultured quartz that has been processed by sawing and grinding. Data are estimated for the most recent year."
421,Quartz Crystal (Industrial),500,dkg,Lumbered,2018,"Price, dollars per kilogram: Lumbered quartz. As-grown cultured quartz that has been processed by sawing and grinding. Data are estimated for the most recent year."
422,Quartz Crystal (Industrial),500,dkg,Lumbered,2019,"Price, dollars per kilogram: Lumbered quartz. As-grown cultured quartz that has been processed by sawing and grinding. Data are estimated for the most recent year."
423,Quartz Crystal (Industrial),400,dkg,Lumbered,2020,"Price, dollars per kilogram: Lumbered quartz. As-grown cultured quartz that has been processed by sawing and grinding. Data are estimated for the most recent year."
424,Quartz Crystal (Industrial),400,dkg,Lumbered,2021,"Price, dollars per kilogram: Lumbered quartz. As-grown cultured quartz that has been processed by sawing and grinding. Data are estimated for the most recent year."
425,Rare Earths,2,dkg,CeO2,2017,"Price: Average, dollars per kilogram: Cerium oxide, 99.5% minimum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
426,Rare Earths,2,dkg,CeO2,2018,"Price: Average, dollars per kilogram: Cerium oxide, 99.5% minimum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
427,Rare Earths,2,dkg,CeO2,2019,"Price: Average, dollars per kilogram: Cerium oxide, 99.5% minimum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
428,Rare Earths,2,dkg,CeO2,2020,"Price: Average, dollars per kilogram: Cerium oxide, 99.5% minimum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
429,Rare Earths,2,dkg,CeO2,2021,"Price: Average, dollars per kilogram: Cerium oxide, 99.5% minimum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
430,Rare Earths,187,dkg,Dy2O3,2017,"Price: Average, dollars per kilogram: Dysprosium oxide, 99.5% minimum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
431,Rare Earths,179,dkg,Dy2O3,2018,"Price: Average, dollars per kilogram: Dysprosium oxide, 99.5% minimum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
432,Rare Earths,239,dkg,Dy2O3,2019,"Price: Average, dollars per kilogram: Dysprosium oxide, 99.5% minimum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
433,Rare Earths,261,dkg,Dy2O3,2020,"Price: Average, dollars per kilogram: Dysprosium oxide, 99.5% minimum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
434,Rare Earths,400,dkg,Dy2O3,2021,"Price: Average, dollars per kilogram: Dysprosium oxide, 99.5% minimum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
435,Rare Earths,77,dkg,Eu2O3,2017,"Price: Average, dollars per kilogram: Europium oxide, 99.99% minimum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
436,Rare Earths,53,dkg,Eu2O3,2018,"Price: Average, dollars per kilogram: Europium oxide, 99.99% minimum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
437,Rare Earths,35,dkg,Eu2O3,2019,"Price: Average, dollars per kilogram: Europium oxide, 99.99% minimum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
438,Rare Earths,31,dkg,Eu2O3,2020,"Price: Average, dollars per kilogram: Europium oxide, 99.99% minimum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
439,Rare Earths,31,dkg,Eu2O3,2021,"Price: Average, dollars per kilogram: Europium oxide, 99.99% minimum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
440,Rare Earths,2,dkg,La2O3,2017,"Price: Average, dollars per kilogram: Lanthanum oxide, 99.5% minimum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
441,Rare Earths,2,dkg,La2O3,2018,"Price: Average, dollars per kilogram: Lanthanum oxide, 99.5% minimum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
442,Rare Earths,2,dkg,La2O3,2019,"Price: Average, dollars per kilogram: Lanthanum oxide, 99.5% minimum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
443,Rare Earths,2,dkg,La2O3,2020,"Price: Average, dollars per kilogram: Lanthanum oxide, 99.5% minimum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
444,Rare Earths,2,dkg,La2O3,2021,"Price: Average, dollars per kilogram: Lanthanum oxide, 99.5% minimum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
445,Rare Earths,6,dkg,Mischmetal,2017,"Price: Average, dollars per kilogram: Mischmetal, 65% cerium, 35% lanthanum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
446,Rare Earths,6,dkg,Mischmetal,2018,"Price: Average, dollars per kilogram: Mischmetal, 65% cerium, 35% lanthanum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
447,Rare Earths,6,dkg,Mischmetal,2019,"Price: Average, dollars per kilogram: Mischmetal, 65% cerium, 35% lanthanum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
448,Rare Earths,5,dkg,Mischmetal,2020,"Price: Average, dollars per kilogram: Mischmetal, 65% cerium, 35% lanthanum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
449,Rare Earths,6,dkg,Mischmetal,2021,"Price: Average, dollars per kilogram: Mischmetal, 65% cerium, 35% lanthanum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
450,Rare Earths,50,dkg,Nd2O3,2017,"Price: Average, dollars per kilogram: Neodymium oxide, 99.5% minimum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
451,Rare Earths,50,dkg,Nd2O3,2018,"Price: Average, dollars per kilogram: Neodymium oxide, 99.5% minimum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
452,Rare Earths,45,dkg,Nd2O3,2019,"Price: Average, dollars per kilogram: Neodymium oxide, 99.5% minimum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
453,Rare Earths,49,dkg,Nd2O3,2020,"Price: Average, dollars per kilogram: Neodymium oxide, 99.5% minimum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
454,Rare Earths,49,dkg,Nd2O3,2021,"Price: Average, dollars per kilogram: Neodymium oxide, 99.5% minimum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
455,Rare Earths,501,dkg,TbO2,2017,"Price: Average, dollars per kilogram: Terbium oxide, 99.99% minimum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
456,Rare Earths,455,dkg,TbO2,2018,"Price: Average, dollars per kilogram: Terbium oxide, 99.99% minimum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
457,Rare Earths,507,dkg,TbO2,2019,"Price: Average, dollars per kilogram: Terbium oxide, 99.99% minimum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
458,Rare Earths,670,dkg,TbO2,2020,"Price: Average, dollars per kilogram: Terbium oxide, 99.99% minimum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
459,Rare Earths,1300,dkg,TbO2,2021,"Price: Average, dollars per kilogram: Terbium oxide, 99.99% minimum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
460,Rhenium,1550,dkg,Metal,2017,"Price, average value, gross weight, dollars per kilogram: Metal pellets, 99.99% pure. Average price per kilogram of rhenium in pellets or catalytic-grade ammonium perrhenate. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
461,Rhenium,1470,dkg,Metal,2018,"Price, average value, gross weight, dollars per kilogram: Metal pellets, 99.99% pure. Average price per kilogram of rhenium in pellets or catalytic-grade ammonium perrhenate. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
462,Rhenium,1300,dkg,Metal,2019,"Price, average value, gross weight, dollars per kilogram: Metal pellets, 99.99% pure. Average price per kilogram of rhenium in pellets or catalytic-grade ammonium perrhenate. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
463,Rhenium,1030,dkg,Metal,2020,"Price, average value, gross weight, dollars per kilogram: Metal pellets, 99.99% pure. Average price per kilogram of rhenium in pellets or catalytic-grade ammonium perrhenate. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
464,Rhenium,980,dkg,Metal,2021,"Price, average value, gross weight, dollars per kilogram: Metal pellets, 99.99% pure. Average price per kilogram of rhenium in pellets or catalytic-grade ammonium perrhenate. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
465,Rhenium,1530,dkg,NH4ReO4,2017,"Price, average value, gross weight, dollars per kilogram: Ammonium perrhenate. Average price per kilogram of rhenium in pellets or catalytic-grade ammonium perrhenate. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
466,Rhenium,1410,dkg,NH4ReO4,2018,"Price, average value, gross weight, dollars per kilogram: Ammonium perrhenate. Average price per kilogram of rhenium in pellets or catalytic-grade ammonium perrhenate. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
467,Rhenium,1280,dkg,NH4ReO4,2019,"Price, average value, gross weight, dollars per kilogram: Ammonium perrhenate. Average price per kilogram of rhenium in pellets or catalytic-grade ammonium perrhenate. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
468,Rhenium,1130,dkg,NH4ReO4,2020,"Price, average value, gross weight, dollars per kilogram: Ammonium perrhenate. Average price per kilogram of rhenium in pellets or catalytic-grade ammonium perrhenate. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
469,Rhenium,1000,dkg,NH4ReO4,2021,"Price, average value, gross weight, dollars per kilogram: Ammonium perrhenate. Average price per kilogram of rhenium in pellets or catalytic-grade ammonium perrhenate. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
470,Salt,208.04,dt,Vacuum,2017,"Price, average value of bulk, pellets and packaged salt, free on board (f.o.b.) mine and plant, dollars per ton: Vacuum and open pan salt. Data are estimated for 2019, 2020, and 2021."
471,Salt,214.12,dt,Vacuum,2018,"Price, average value of bulk, pellets and packaged salt, free on board (f.o.b.) mine and plant, dollars per ton: Vacuum and open pan salt. Data are estimated for 2019, 2020, and 2021."
472,Salt,215.0,dt,Vacuum,2019,"Price, average value of bulk, pellets and packaged salt, free on board (f.o.b.) mine and plant, dollars per ton: Vacuum and open pan salt. Data are estimated for 2019, 2020, and 2021."
473,Salt,215.0,dt,Vacuum,2020,"Price, average value of bulk, pellets and packaged salt, free on board (f.o.b.) mine and plant, dollars per ton: Vacuum and open pan salt. Data are estimated for 2019, 2020, and 2021."
474,Salt,220.0,dt,Vacuum,2021,"Price, average value of bulk, pellets and packaged salt, free on board (f.o.b.) mine and plant, dollars per ton: Vacuum and open pan salt. Data are estimated for 2019, 2020, and 2021."
475,Salt,115.88,dt,Solar,2017,"Price, average value of bulk, pellets and packaged salt, free on board (f.o.b.) mine and plant, dollars per ton: Solar salt. Data are estimated for 2019, 2020, and 2021."
476,Salt,120.56,dt,Solar,2018,"Price, average value of bulk, pellets and packaged salt, free on board (f.o.b.) mine and plant, dollars per ton: Solar salt. Data are estimated for 2019, 2020, and 2021."
477,Salt,125.0,dt,Solar,2019,"Price, average value of bulk, pellets and packaged salt, free on board (f.o.b.) mine and plant, dollars per ton: Solar salt. Data are estimated for 2019, 2020, and 2021."
478,Salt,120.0,dt,Solar,2020,"Price, average value of bulk, pellets and packaged salt, free on board (f.o.b.) mine and plant, dollars per ton: Solar salt. Data are estimated for 2019, 2020, and 2021."
479,Salt,120.0,dt,Solar,2021,"Price, average value of bulk, pellets and packaged salt, free on board (f.o.b.) mine and plant, dollars per ton: Solar salt. Data are estimated for 2019, 2020, and 2021."
480,Salt,60.41,dt,Rock,2017,"Price, average value of bulk, pellets and packaged salt, free on board (f.o.b.) mine and plant, dollars per ton: Rock salt. Data are estimated for 2019, 2020, and 2021."
481,Salt,60.78,dt,Rock,2018,"Price, average value of bulk, pellets and packaged salt, free on board (f.o.b.) mine and plant, dollars per ton: Rock salt. Data are estimated for 2019, 2020, and 2021."
482,Salt,59.0,dt,Rock,2019,"Price, average value of bulk, pellets and packaged salt, free on board (f.o.b.) mine and plant, dollars per ton: Rock salt. Data are estimated for 2019, 2020, and 2021."
483,Salt,57.0,dt,Rock,2020,"Price, average value of bulk, pellets and packaged salt, free on board (f.o.b.) mine and plant, dollars per ton: Rock salt. Data are estimated for 2019, 2020, and 2021."
484,Salt,56.0,dt,Rock,2021,"Price, average value of bulk, pellets and packaged salt, free on board (f.o.b.) mine and plant, dollars per ton: Rock salt. Data are estimated for 2019, 2020, and 2021."
485,Salt,9.49,dt,Brine,2017,"Price, average value of bulk, pellets and packaged salt, free on board (f.o.b.) mine and plant, dollars per ton: Salt in brine. Data are estimated for 2019, 2020, and 2021."
486,Salt,8.3,dt,Brine,2018,"Price, average value of bulk, pellets and packaged salt, free on board (f.o.b.) mine and plant, dollars per ton: Salt in brine. Data are estimated for 2019, 2020, and 2021."
487,Salt,9.0,dt,Brine,2019,"Price, average value of bulk, pellets and packaged salt, free on board (f.o.b.) mine and plant, dollars per ton: Salt in brine. Data are estimated for 2019, 2020, and 2021."
488,Salt,9.0,dt,Brine,2020,"Price, average value of bulk, pellets and packaged salt, free on board (f.o.b.) mine and plant, dollars per ton: Salt in brine. Data are estimated for 2019, 2020, and 2021."
489,Salt,9.0,dt,Brine,2021,"Price, average value of bulk, pellets and packaged salt, free on board (f.o.b.) mine and plant, dollars per ton: Salt in brine. Data are estimated for 2019, 2020, and 2021."
490,Sand and Gravel (Construction),8.84,dt,,2017,"Price: Average value, dollars per metric ton. Data are estimated for the most recent year."
491,Sand and Gravel (Construction),9.09,dt,,2018,"Price: Average value, dollars per metric ton. Data are estimated for the most recent year."
492,Sand and Gravel (Construction),9.31,dt,,2019,"Price: Average value, dollars per metric ton. Data are estimated for the most recent year."
493,Sand and Gravel (Construction),9.58,dt,,2020,"Price: Average value, dollars per metric ton. Data are estimated for the most recent year."
494,Sand and Gravel (Construction),9.9,dt,,2021,"Price: Average value, dollars per metric ton. Data are estimated for the most recent year."
495,Sand and Gravel (Industrial),52.1,dt,,2017,"Price: Average value, dollars per ton. Data are estimated for the most recent year."
496,Sand and Gravel (Industrial),56.1,dt,,2018,"Price: Average value, dollars per ton. Data are estimated for the most recent year."
497,Sand and Gravel (Industrial),46.1,dt,,2019,"Price: Average value, dollars per ton. Data are estimated for the most recent year."
498,Sand and Gravel (Industrial),30.7,dt,,2020,"Price: Average value, dollars per ton. Data are estimated for the most recent year."
499,Sand and Gravel (Industrial),33.0,dt,,2021,"Price: Average value, dollars per ton. Data are estimated for the most recent year."
500,Scandium,44.0,dg,Cmpds_Acetate,2017,"Price, yearend: Compounds, dollars per gram: Acetate, 99.9% purity, 5-gram lot size. Source: Alfa Aesar, a part of Thermo Fisher Scientific Inc. Data are estimated for the most recent year."
501,Scandium,44.0,dg,Cmpds_Acetate,2018,"Price, yearend: Compounds, dollars per gram: Acetate, 99.9% purity, 5-gram lot size. Source: Alfa Aesar, a part of Thermo Fisher Scientific Inc. Data are estimated for the most recent year."
502,Scandium,45.0,dg,Cmpds_Acetate,2019,"Price, yearend: Compounds, dollars per gram: Acetate, 99.9% purity, 5-gram lot size. Source: Alfa Aesar, a part of Thermo Fisher Scientific Inc. Data are estimated for the most recent year."
503,Scandium,45.0,dg,Cmpds_Acetate,2020,"Price, yearend: Compounds, dollars per gram: Acetate, 99.9% purity, 5-gram lot size. Source: Alfa Aesar, a part of Thermo Fisher Scientific Inc. Data are estimated for the most recent year."
