index,search_text,price,min_order,Title,link,molecular_formula,min_quantity,min_unit,min_quantity_kg,min_unit_kg,specific_price
CuSO4,Copper Sulfate CuSO4,1500.0,20 Tons,Hot sale blue crystal copper sulphate high purity with ISO certificate,https://www.alibaba.com/product-detail/Hot-sale-blue-crystal-copper-sulphate_1600285590503.html,,20.0,t,20000.0,1000.0,1.5
CuSO4,Copper Sulfate CuSO4,1499.0,1.0 Tons,High quality best price 98% High Purity CuSO4 Blue Crystal copper sulphate pentahydrate,https://www.alibaba.com/product-detail/High-quality-best-price-98-High_1600267017713.html,,1.0,t,1000.0,1000.0,1.499
CuSO4,Copper Sulfate CuSO4,1700.0,100.0 Tons,Copper Sulfate for animal feed additive,https://www.alibaba.com/product-detail/Copper-Sulfate-for-animal-feed-additive_1600051391292.html,,100.0,t,100000.0,1000.0,1.7
SrCO3,SrCO3 strontium carbonate,3.5,100 Kilograms,analytical grade strontium carbonate powder manufacturers srco3,https://www.alibaba.com/product-detail/analytical-grade-strontium-carbonate-powder-manufacturers_60839292961.html,,100.0,kg,100.0,1.0,3.5
SrCO3,SrCO3 strontium carbonate,700.0,2 Metric Tons,Free Shipping Strontium carbonate cas 1633-05-2 Sample Available,https://www.alibaba.com/product-detail/Free-Shipping-Strontium-carbonate-cas-1633_60415252890.html,,2.0,t,2000.0,1000.0,0.7
SrCO3,SrCO3 strontium carbonate,15.0,99 Kilograms,Strontium carbonate CAS 1633-05-2,https://www.alibaba.com/product-detail/Strontium-carbonate-CAS-1633-05-2_1600359999722.html,,99.0,kg,99.0,1.0,15.0
SrCO3,SrCO3 strontium carbonate,2355.31,1 Ton,Hot Sale Manufacturer Price Strontium Carbonate Cas No 1633-05-2 Co3sr,https://www.alibaba.com/product-detail/Hot-Sale-Manufacturer-Price-Strontium-Carbonate_1600430370918.html,,1.0,t,1000.0,1000.0,2.35531
SrCO3,SrCO3 strontium carbonate,1.0,1.0 Kilograms,Factory Manufactory price Strontium carbonate with CAS No.: 1633-05-2,https://www.alibaba.com/product-detail/Factory-Manufactory-price-Strontium-carbonate-with_1600397862094.html,,1.0,kg,1.0,1.0,1.0
MnO2,MnO2 manganese oxide,0.1,1.0 Kilograms,Supply high purity Feed grade MnOMn 60%-99% Manganese Oxide Mn:46% 1344-43-0,https://www.alibaba.com/product-detail/Supply-high-purity-Feed-grade-MnOMn_1600185238707.html,,1.0,kg,1.0,1.0,0.1
MnO2,MnO2 manganese oxide,580.0,1 Ton,"Manganese dioxide powder,for Chemical industry use,catalytic oxidation ,CAS 1313-13-9",https://www.alibaba.com/product-detail/Manganese-dioxide-powder-for-Chemical-industry_1600425827598.html,,1.0,t,1000.0,1000.0,0.58
MnO2,MnO2 manganese oxide,505.0,25 Tons,MnO2 60% Fe<3% Manganese Powder for Ceramic enamel line,https://www.alibaba.com/product-detail/MnO2-60-Fe-3-Manganese-Powder_1600426666080.html,,25.0,t,25000.0,1000.0,0.505
MnO2,MnO2 manganese oxide,8.0,1000.0 Kilograms,High purity Manganese oxide powder price cas 1344-43-0 MnO powder,https://www.alibaba.com/product-detail/High-purity-Manganese-oxide-powder-price_1600332091014.html,,1000.0,kg,1000.0,1.0,8.0
MnO2,MnO2 manganese oxide,100.0,10.0 Tons,MnO2 30% manganes sand / manganese oxide / manganese powder for sale,https://www.alibaba.com/product-detail/MnO2-30-manganes-sand-manganese-oxide_60661800715.html,,10.0,t,10000.0,1000.0,0.1
MnO2,MnO2 manganese oxide,5.4,1000.0 Kilograms,cobalt oxide co3o4 powder for ceramics with good price,https://www.alibaba.com/product-detail/cobalt-oxide-co3o4-powder-for-ceramics_60769918830.html,,1000.0,kg,1000.0,1.0,5.4
MnO2,MnO2 manganese oxide,4320.0,25 Metric Tons,Cobalt Oxide Cobalt Oxide Hot Sale High Purity CoO Powder Price Cobalt Oxide CAS:1307-96-6,https://www.alibaba.com/product-detail/Cobalt-Oxide-Cobalt-Oxide-Hot-Sale_1600454319376.html,,25.0,t,25000.0,1000.0,4.32
Sr(OH)2,Sr(OH)2,1.35,500.0 Kilograms,High quality magnesium hydroxide powder Mg( OH ) 2 1309-42-8 price,https://www.alibaba.com/product-detail/High-quality-magnesium-hydroxide-powder-Mg_1600139883626.html,,500.0,kg,500.0,1.0,1.35
PtO2,PtO2,10.0,1 Kilogram,Adams catalyst platinum oxide PtO2 / platinic oxide with CAS 1314-15-4,https://www.alibaba.com/product-detail/Adams-catalyst-platinum-oxide-PtO2-platinic_62456436567.html,,1.0,kg,1.0,1.0,10.0
PtO2,PtO2,20.0,1.0 Kilograms,Factory sell PtO2 as hydrogenation catalyst Platinum dioxide,https://www.alibaba.com/product-detail/Factory-sell-PtO2-as-hydrogenation-catalyst_1600257903960.html,,1.0,kg,1.0,1.0,20.0
PbO,PbO lead oxide,1.5,1.0 Kilograms,PbO lead oxide litharge yellow 99.5% purity powder CAS:1317-36-8,https://www.alibaba.com/product-detail/PbO-lead-oxide-litharge-yellow-99_62093889782.html,,1.0,kg,1.0,1.0,1.5
PbO,PbO lead oxide,2400.0,1.0 Tons,yellow lead oxide litharge PbO,https://www.alibaba.com/product-detail/yellow-lead-oxide-litharge-PbO_60428116092.html,,1.0,t,1000.0,1000.0,2.4
PbO,PbO lead oxide,12.0,1 Kilogram,"factory supplies high quality bismuth oxide in lead acid battery 99.99% Bismuth Oxide powder,granule ,Electronic ceramics Bi2O3",https://www.alibaba.com/product-detail/factory-supplies-high-quality-bismuth-oxide_1600283135556.html,,1.0,kg,1.0,1.0,12.0
PbO,PbO lead oxide,1.2,1.0 Kilograms,Factory Price High Purity Lead Monoxide Litharge Powder PbO Lead Oxide Cas no 1317-36-8,https://www.alibaba.com/product-detail/Factory-Price-High-Purity-Lead-Monoxide_62238756099.html,,1.0,kg,1.0,1.0,1.2
PbO,PbO lead oxide,1.0,1.0 Kilograms,Yellow lead oxide / litharge/ lead monoxide/ PbO powder price CAS 1317-36-8,https://www.alibaba.com/product-detail/Yellow-lead-oxide-litharge-lead-monoxide_62092661321.html,,1.0,kg,1.0,1.0,1.0
PbO,PbO lead oxide,3000.0,1.0 Metric Tons,golden and silver free Lead oxide yellow PbO,https://www.alibaba.com/product-detail/golden-and-silver-free-Lead-oxide_60728650235.html,,1.0,t,1000.0,1000.0,3.0
Sb2O3,Sb2O3 antimony oxide,5.0,1 Kilogram,Sb2o3 Antimony Oxide Sb2o3 Antimony Oxide Price Fire Retardant CAS1309-64-4 High Purity Submicron Sb2O3 Powder Price Antimony Oxide,https://www.alibaba.com/product-detail/Sb2o3-Antimony-Oxide-Sb2o3-Antimony-Oxide_62386368647.html?s=p,,1.0,kg,1.0,1.0,5.0
Sb2O3,Sb2O3 antimony oxide,9000.0,1.0 Tons,Antimonium Trioxide sb2o3 antimony oxide flame retardant supplier,https://www.alibaba.com/product-detail/Antimonium-Trioxide-sb2o3-antimony-oxide-flame_1600294792725.html,,1.0,t,1000.0,1000.0,9.0
Sb2O3,Sb2O3 antimony oxide,5.5,1000.0 Kilograms,CAS 1309-64-4 sb2o3 Antimony trioxide,https://www.alibaba.com/product-detail/CAS-1309-64-4-sb2o3-Antimony_1600076557502.html,,1000.0,kg,1000.0,1.0,5.5
Sb2O3,Sb2O3 antimony oxide,7650.0,5 Tons,Cas 1309-64-4 99.5% Sb2o3 Antimony Trioxide With Best Antimony Trioxide Price,https://www.alibaba.com/product-detail/Cas-1309-64-4-99-5_1600353012499.html,,5.0,t,5000.0,1000.0,7.65
Sb2O3,Sb2O3 antimony oxide,100.0,1.0 Kilograms,Cas 128221-48-7 Industrial Grade Sno2 & Sb2o3 Antimony Doped Tin Oxide Powder ATO nanopowder / Nanoparticles,https://www.alibaba.com/product-detail/Cas-128221-48-7-Industrial-Grade_1600432452860.html,,1.0,kg,1.0,1.0,100.0
Sb2O3,Sb2O3 antimony oxide,2.0,1.0 Kilograms,Sb2O3 ANTIMONY OXIDE ANTIMONY trioxide with CAS 1309-64-4,https://www.alibaba.com/product-detail/Sb2O3-ANTIMONY-OXIDE-ANTIMONY-trioxide-with_1600293099731.html,,1.0,kg,1.0,1.0,2.0
CuO,Copper Oxide CuO,11.4,500.0 Kilograms,copper oxide exoweld,https://www.alibaba.com/product-detail/copper-oxide-exoweld_1600259512738.html,,500.0,kg,500.0,1.0,11.4
CuO,Copper Oxide CuO,7.0,1 Kilogram,High Purity CAS 1317-38-0 Cupric oxide cuo powder / flake / pellet / granule for sale,https://www.alibaba.com/product-detail/High-Purity-CAS-1317-38-0_62546376208.html,,1.0,kg,1.0,1.0,7.0
CuO,Copper Oxide CuO,10600.0,9.0 Tons,manufacturers price Extra fine high purity 99.2% 3 um nano copper oxide,https://www.alibaba.com/product-detail/manufacturers-price-Extra-fine-high-purity_1600335879293.html,,9.0,t,9000.0,1000.0,10.6
CuO,Copper Oxide CuO,200.0,1 Kilogram,100nm Red Cuprous Oxide Cu2O Nanopowder CAS 1317-39-1 Industrial Grade Copper Oxide,https://www.alibaba.com/product-detail/100nm-Red-Cuprous-Oxide-Cu2O-Nanopowder_1600337700823.html,,1.0,kg,1.0,1.0,200.0
CuO,Copper Oxide CuO,1.0,1.0 Kilograms,Chinese Hot Sale as Organic Reaction Catalyst Copper Oxide 1317-38-0 for Agriculture,https://www.alibaba.com/product-detail/Chinese-Hot-Sale-as-Organic-Reaction_1600331377668.html,,1.0,kg,1.0,1.0,1.0
CuO,Copper Oxide CuO,7.0,500.0 Kilograms,CAS:1317-39-1 Industrial Grade cupric oxide CuO Cu2O Cuprous oxide copper oxide,https://www.alibaba.com/product-detail/CAS-1317-39-1-Industrial-Grade_1600220329362.html,,500.0,kg,500.0,1.0,7.0
Cr2O3,Cr2O3 chromium oxide,300.0,1 Kilogram,Factory Price Sell Nano Chromic Oxide Powder with Cr2O3 and Nanoparticles and Nanopowder Dispersion,https://www.alibaba.com/product-detail/Factory-Price-Sell-Nano-Chromic-Oxide_62423652622.html?s=p,,1.0,kg,1.0,1.0,300.0
Cr2O3,Cr2O3 chromium oxide,2.0,1.0 Kilograms,Pigment Grade Chrome Oxide Green/ Chromium Oxide ( Cr2O3 ),https://www.alibaba.com/product-detail/Pigment-Grade-Chrome-Oxide-Green-Chromium_60795553680.html,,1.0,kg,1.0,1.0,2.0
Cr2O3,Cr2O3 chromium oxide,18.5,5.0 Kilograms,Cr2O3 SiO2 TiO2 Thermal Spraying Mixed Chrome Chromium Oxide Silicon Oxide Titanium Oxide Composite Powder,https://www.alibaba.com/product-detail/Cr2O3-SiO2-TiO2-Thermal-Spraying-Mixed_1600115387677.html,,5.0,kg,5.0,1.0,18.5
Cr2O3,Cr2O3 chromium oxide,1000.0,3 Tons,China Manufacturer Chromium Oxide Green Price Cr2O3,https://www.alibaba.com/product-detail/China-Manufacturer-Chromium-Oxide-Green-Price_60775371364.html,,3.0,t,3000.0,1000.0,1.0
Cr2O3,Cr2O3 chromium oxide,18.2,25.0 Kilograms,Chromium (III) oxide Cr2O3 Chromium Oxide spraying ceramic glaze,https://www.alibaba.com/product-detail/Chromium-III-oxide-Cr2O3-Chromium-Oxide_1600456993701.html,,25.0,kg,25.0,1.0,18.2
Cr2O3,Cr2O3 chromium oxide,2.0,1.0 Kilograms,High purity 99.9% Chromium sesquioxide or Chromium oxide powder Cr2O3 with best price,https://www.alibaba.com/product-detail/High-purity-99-9-Chromium-sesquioxide_1600427471796.html,,1.0,kg,1.0,1.0,2.0
BaO,barium oxide BaO,10.0,1.0 Kilograms,Epoch Barium Oxide Powder with BaO and 1304-28-5,https://www.alibaba.com/product-detail/Epoch-Barium-Oxide-Powder-with-BaO_1600284871578.html,,1.0,kg,1.0,1.0,10.0
BaO,barium oxide BaO,10.0,1.0 Kilograms,Lukong Supply 99% Barium Oxide Powder for Sale Barium Oxide,https://www.alibaba.com/product-detail/Lukong-Supply-99-Barium-Oxide-Powder_1600452959529.html,,1.0,kg,1.0,1.0,10.0
BaO,barium oxide BaO,300.0,1.0 Metric Tons,BARIUM OXIDE cas 1304-28-5,https://www.alibaba.com/product-detail/BARIUM-OXIDE-cas-1304-28-5_1934808032.html,,1.0,t,1000.0,1000.0,0.3
BaO,barium oxide BaO,10.0,1.0 Kilograms,99% Barium Oxide Powder with Good Price,https://www.alibaba.com/product-detail/99-Barium-Oxide-Powder-with-Good_1600347533901.html,,1.0,kg,1.0,1.0,10.0
V2O5,vanadium oxide V2O5,5.0,20.0 Kilograms,99.5% Vanadium oxide V2O5 catalyst CAS 1314-62-1 pentoxide price used as alloy additive,https://www.alibaba.com/product-detail/99-5-Vanadium-oxide-V2O5-catalyst_62544211409.html,,20.0,kg,20.0,1.0,5.0
V2O5,vanadium oxide V2O5,1200.0,1 Kilogram,Semiconductor Use VO2 100-200nm Vanadium (IV) oxide,https://www.alibaba.com/product-detail/Semiconductor-Use-VO2-100-200nm-Vanadium_1600228202833.html,,1.0,kg,1.0,1.0,1200.0
V2O5,vanadium oxide V2O5,5.0,1.0 Kilograms,Micron Vanadium pentoxide V2O5 powder price/ Ultrafine V2O5 Powder 99.99% for catalyst 1314-62-1,https://www.alibaba.com/product-detail/Micron-Vanadium-pentoxide-V2O5-powder-price_1600062385966.html,,1.0,kg,1.0,1.0,5.0
V2O5,vanadium oxide V2O5,5.0,20.0 Kilograms,Factory supply Vanadium oxide 1314-62-1/ vanadium pentoxide V2O5,https://www.alibaba.com/product-detail/Factory-supply-Vanadium-oxide-1314-62_62544189890.html,,20.0,kg,20.0,1.0,5.0
V2O5,vanadium oxide V2O5,5.0,20.0 Kilograms,HRV V2o5 Vanadium Pentoxide oxide Powder Price,https://www.alibaba.com/product-detail/HRV-V2o5-Vanadium-Pentoxide-oxide-Powder_62546779320.html,,20.0,kg,20.0,1.0,5.0
V2O5,vanadium oxide V2O5,5.0,20.0 Kilograms,China factory outlet v2o5 vanadium pentoxide alloy additive,https://www.alibaba.com/product-detail/China-factory-outlet-v2o5-vanadium-pentoxide_62543719922.html,,20.0,kg,20.0,1.0,5.0
Cd(OH)2,Cd(OH)2 cadmium hydroxide,10.0,1000.0 Kilograms,,,CdH2O2,1000.0,kg,1000.0,1.0,10.0
CdCO3,CdCO3 cadmium carbonate,500.0,10.0 Metric Tons,,,CCdO3,10.0,t,10000.0,1000.0,0.5
Zn(OH)2,Zn(OH)2 zinc hydroxide,1000.0,1 Metric Ton,,,H2O2Zn,1.0,t,1000.0,1000.0,1.0
BaO2,BaO2 barium oxide,10.0,1.0 Kilograms,,,BaO2,1.0,kg,1.0,1.0,10.0
CNT,Carbon Nanotube,100.0,1000 Kilograms,,,C6,1000.0,kg,1000.0,1.0,100.0
Graphene Oxide,Graphene Oxide,400.0,1 Kilogram,,,C7H2O,1.0,kg,1.0,1.0,400.0
