search_text,Title,specific_price,min_quantity_kg,index,molecular_formula,link,min_quantity,min_unit
PbO lead oxide,Factory Price High Purity Lead Monoxide Litharge Powder PbO Lead Oxide Cas no 1317-36-8,1.2,1.0,PbO,PbO,https://www.alibaba.com/product-detail/Factory-Price-High-Purity-Lead-Monoxide_62238756099.html,1.0,kg
PbO lead oxide,Yellow lead oxide / litharge/ lead monoxide/ PbO powder price CAS 1317-36-8,1.0,1.0,PbO,PbO,https://www.alibaba.com/product-detail/Yellow-lead-oxide-litharge-lead-monoxide_62092661321.html,1.0,kg
PbO lead oxide,golden and silver free Lead oxide yellow PbO,3.0,1000.0,PbO,PbO,https://www.alibaba.com/product-detail/golden-and-silver-free-Lead-oxide_60728650235.html,1.0,t
Sb2O3 antimony oxide,Sb2o3 Antimony Oxide Sb2o3 Antimony Oxide Price Fire Retardant CAS1309-64-4 High Purity Submicron Sb2O3 Powder Price Antimony Oxide,5.0,1.0,Sb2O3,Sb2O3,https://www.alibaba.com/product-detail/Sb2o3-Antimony-Oxide-Sb2o3-Antimony-Oxide_62386368647.html?s=p,1.0,kg
Sb2O3 antimony oxide,Antimonium Trioxide sb2o3 antimony oxide flame retardant supplier,9.0,1000.0,Sb2O3,Sb2O3,https://www.alibaba.com/product-detail/Antimonium-Trioxide-sb2o3-antimony-oxide-flame_1600294792725.html,1.0,t
Sb2O3 antimony oxide,CAS 1309-64-4 sb2o3 Antimony trioxide,5.5,1000.0,Sb2O3,Sb2O3,https://www.alibaba.com/product-detail/CAS-1309-64-4-sb2o3-Antimony_1600076557502.html,1000.0,kg
Sb2O3 antimony oxide,Cas 1309-64-4 99.5% Sb2o3 Antimony Trioxide With Best Antimony Trioxide Price,7.65,5000.0,Sb2O3,Sb2O3,https://www.alibaba.com/product-detail/Cas-1309-64-4-99-5_1600353012499.html,5.0,t
Sb2O3 antimony oxide,Cas 128221-48-7 Industrial Grade Sno2 & Sb2o3 Antimony Doped Tin Oxide Powder ATO nanopowder / Nanoparticles,100.0,1.0,Sb2O3,Sb2O3,https://www.alibaba.com/product-detail/Cas-128221-48-7-Industrial-Grade_1600432452860.html,1.0,kg
Sb2O3 antimony oxide,Sb2O3 ANTIMONY OXIDE ANTIMONY trioxide with CAS 1309-64-4,2.0,1.0,Sb2O3,Sb2O3,https://www.alibaba.com/product-detail/Sb2O3-ANTIMONY-OXIDE-ANTIMONY-trioxide-with_1600293099731.html,1.0,kg
Copper Oxide CuO,copper oxide exoweld,11.4,500.0,CuO,CuO,https://www.alibaba.com/product-detail/copper-oxide-exoweld_1600259512738.html,500.0,kg
Copper Oxide CuO,High Purity CAS 1317-38-0 Cupric oxide cuo powder / flake / pellet / granule for sale,7.0,1.0,CuO,CuO,https://www.alibaba.com/product-detail/High-Purity-CAS-1317-38-0_62546376208.html,1.0,kg
Copper Oxide CuO,manufacturers price Extra fine high purity 99.2% 3 um nano copper oxide,10.6,9000.0,CuO,CuO,https://www.alibaba.com/product-detail/manufacturers-price-Extra-fine-high-purity_1600335879293.html,9.0,t
Copper Oxide CuO,100nm Red Cuprous Oxide Cu2O Nanopowder CAS 1317-39-1 Industrial Grade Copper Oxide,200.0,1.0,CuO,CuO,https://www.alibaba.com/product-detail/100nm-Red-Cuprous-Oxide-Cu2O-Nanopowder_1600337700823.html,1.0,kg
Copper Oxide CuO,Chinese Hot Sale as Organic Reaction Catalyst Copper Oxide 1317-38-0 for Agriculture,1.0,1.0,CuO,CuO,https://www.alibaba.com/product-detail/Chinese-Hot-Sale-as-Organic-Reaction_1600331377668.html,1.0,kg
Copper Oxide CuO,CAS:1317-39-1 Industrial Grade cupric oxide CuO Cu2O Cuprous oxide copper oxide,7.0,500.0,CuO,CuO,https://www.alibaba.com/product-detail/CAS-1317-39-1-Industrial-Grade_1600220329362.html,500.0,kg
Cr2O3 chromium oxide,Factory Price Sell Nano Chromic Oxide Powder with Cr2O3 and Nanoparticles and Nanopowder Dispersion,300.0,1.0,Cr2O3,Cr2O3,https://www.alibaba.com/product-detail/Factory-Price-Sell-Nano-Chromic-Oxide_62423652622.html?s=p,1.0,kg
Cr2O3 chromium oxide,Pigment Grade Chrome Oxide Green/ Chromium Oxide ( Cr2O3 ),2.0,1.0,Cr2O3,Cr2O3,https://www.alibaba.com/product-detail/Pigment-Grade-Chrome-Oxide-Green-Chromium_60795553680.html,1.0,kg
Cr2O3 chromium oxide,Cr2O3 SiO2 TiO2 Thermal Spraying Mixed Chrome Chromium Oxide Silicon Oxide Titanium Oxide Composite Powder,18.5,5.0,Cr2O3,Cr2O3,https://www.alibaba.com/product-detail/Cr2O3-SiO2-TiO2-Thermal-Spraying-Mixed_1600115387677.html,5.0,kg
Cr2O3 chromium oxide,China Manufacturer Chromium Oxide Green Price Cr2O3,1.0,3000.0,Cr2O3,Cr2O3,https://www.alibaba.com/product-detail/China-Manufacturer-Chromium-Oxide-Green-Price_60775371364.html,3.0,t
Cr2O3 chromium oxide,Chromium (III) oxide Cr2O3 Chromium Oxide spraying ceramic glaze,18.2,25.0,Cr2O3,Cr2O3,https://www.alibaba.com/product-detail/Chromium-III-oxide-Cr2O3-Chromium-Oxide_1600456993701.html,25.0,kg
Cr2O3 chromium oxide,High purity 99.9% Chromium sesquioxide or Chromium oxide powder Cr2O3 with best price,2.0,1.0,Cr2O3,Cr2O3,https://www.alibaba.com/product-detail/High-purity-99-9-Chromium-sesquioxide_1600427471796.html,1.0,kg
barium oxide BaO,Epoch Barium Oxide Powder with BaO and 1304-28-5,10.0,1.0,BaO,BaO,https://www.alibaba.com/product-detail/Epoch-Barium-Oxide-Powder-with-BaO_1600284871578.html,1.0,kg
barium oxide BaO,Lukong Supply 99% Barium Oxide Powder for Sale Barium Oxide,10.0,1.0,BaO,BaO,https://www.alibaba.com/product-detail/Lukong-Supply-99-Barium-Oxide-Powder_1600452959529.html,1.0,kg
barium oxide BaO,BARIUM OXIDE cas 1304-28-5,0.3,1000.0,BaO,BaO,https://www.alibaba.com/product-detail/BARIUM-OXIDE-cas-1304-28-5_1934808032.html,1.0,t
barium oxide BaO,99% Barium Oxide Powder with Good Price,10.0,1.0,BaO,BaO,https://www.alibaba.com/product-detail/99-Barium-Oxide-Powder-with-Good_1600347533901.html,1.0,kg
vanadium oxide V2O5,99.5% Vanadium oxide V2O5 catalyst CAS 1314-62-1 pentoxide price used as alloy additive,5.0,20.0,V2O5,V2O5,https://www.alibaba.com/product-detail/99-5-Vanadium-oxide-V2O5-catalyst_62544211409.html,20.0,kg
vanadium oxide V2O5,Semiconductor Use VO2 100-200nm Vanadium (IV) oxide,1200.0,1.0,V2O5,V2O5,https://www.alibaba.com/product-detail/Semiconductor-Use-VO2-100-200nm-Vanadium_1600228202833.html,1.0,kg
vanadium oxide V2O5,Micron Vanadium pentoxide V2O5 powder price/ Ultrafine V2O5 Powder 99.99% for catalyst 1314-62-1,5.0,1.0,V2O5,V2O5,https://www.alibaba.com/product-detail/Micron-Vanadium-pentoxide-V2O5-powder-price_1600062385966.html,1.0,kg
vanadium oxide V2O5,Factory supply Vanadium oxide 1314-62-1/ vanadium pentoxide V2O5,5.0,20.0,V2O5,V2O5,https://www.alibaba.com/product-detail/Factory-supply-Vanadium-oxide-1314-62_62544189890.html,20.0,kg
vanadium oxide V2O5,HRV V2o5 Vanadium Pentoxide oxide Powder Price,5.0,20.0,V2O5,V2O5,https://www.alibaba.com/product-detail/HRV-V2o5-Vanadium-Pentoxide-oxide-Powder_62546779320.html,20.0,kg
vanadium oxide V2O5,China factory outlet v2o5 vanadium pentoxide alloy additive,5.0,20.0,V2O5,V2O5,https://www.alibaba.com/product-detail/China-factory-outlet-v2o5-vanadium-pentoxide_62543719922.html,20.0,kg
